Year,ISO3,population
1957,IDN,80312125.0
1958,IDN,82469544.0
1959,IDN,84715981.0
1960,IDN,87069757.0
1961,IDN,89522383.0
1962,IDN,92060115.0
1963,IDN,94691585.0
1964,IDN,97411263.0
1965,IDN,100256234.0
1966,IDN,102474027.0
1967,IDN,105111480.0
1968,IDN,107941306.0
1969,IDN,110958706.0
1970,IDN,114076572.0
1971,IDN,117238417.0
1972,IDN,120428988.0
1973,IDN,123650694.0
1974,IDN,126926336.0
1975,IDN,130183753.0
1976,IDN,133503942.00000001
1977,IDN,136843369.0
1978,IDN,140223713.0
1979,IDN,143682614.0
1980,IDN,147187053.0
1981,IDN,150714026.0
1982,IDN,154256043.0
1983,IDN,157848262.0
1984,IDN,161454501.0
1985,IDN,165047747.0
1986,IDN,168504623.0
1987,IDN,171845506.0
1988,IDN,175176802.0
1989,IDN,178533329.0
1990,IDN,181869930.0
1991,IDN,185132265.0
1992,IDN,188424211.0
1993,IDN,191663277.0
1994,IDN,194947058.0
1995,IDN,198236597.0
1996,IDN,201539517.0
1997,IDN,204869178.0
1998,IDN,208203012.0
1999,IDN,211450565.0
2000,IDN,214558771.0
2001,IDN,217596809.0
2002,IDN,220598994.0
2003,IDN,223577996.0
2004,IDN,226518019.0
2005,IDN,229335279.0
2006,IDN,232408021.0
2007,IDN,235495283.0
2008,IDN,238629392.0
2009,IDN,241686415.0
2010,IDN,244753641.0
2011,IDN,247857003.0
2012,IDN,251083061.0
2013,IDN,254313989.0
2014,IDN,257390944.0
2015,IDN,260363854.0
2016,IDN,263234643.99999997
2017,IDN,266020191.99999997
2018,IDN,268673124.0
2019,IDN,271230569.0
2020,IDN,273748193.0
2021,IDN,275881538.0
2022,IDN,277634568.0
2023,IDN,280026489.0
2024,IDN,282353644.0
2025,IDN,284622217.0
2026,IDN,286820254.0
2027,IDN,288953311.0
2028,IDN,291019733.0
2029,IDN,293013824.0
2030,IDN,294942394.0
2031,IDN,296810902.0
2032,IDN,298628594.0
2033,IDN,300392729.0
2034,IDN,302109240.0
2035,IDN,303767906.0
2036,IDN,305365338.0
2037,IDN,306904858.0
2038,IDN,308387977.0
2039,IDN,309804919.0
2040,IDN,311157321.0
2041,IDN,312437470.0
2042,IDN,313645852.0
2043,IDN,314776713.0
2044,IDN,315831911.0
2045,IDN,316804920.0
2046,IDN,317694306.0
2047,IDN,318498841.0
2048,IDN,319225198.0
2049,IDN,319884107.0
2050,IDN,320462393.0
2051,IDN,320963506.0
2052,IDN,321386717.0
2053,IDN,321740016.0
2054,IDN,322030724.0
2055,IDN,322257813.0
2056,IDN,322426180.0
2057,IDN,322541506.0
2058,IDN,322598358.0
2059,IDN,322608985.0
2060,IDN,322569202.0
2061,IDN,322489463.0
2062,IDN,322367877.0
2063,IDN,322211840.0
2064,IDN,322025315.0
2065,IDN,321805953.0
2066,IDN,321557255.0
2067,IDN,321275994.0
2068,IDN,320962638.0
2069,IDN,320620046.0
2070,IDN,320248459.0
2071,IDN,319851135.0
2072,IDN,319426154.0
2073,IDN,318969798.0
2074,IDN,318479673.0
2075,IDN,317962645.0
2076,IDN,317409417.0
2077,IDN,316833139.0
2078,IDN,316217123.0
2079,IDN,315571550.0
2080,IDN,314893496.0
2081,IDN,314191692.0
2082,IDN,313460508.0
2083,IDN,312696807.0
2084,IDN,311902971.0
2085,IDN,311083295.0
2086,IDN,310236879.0
2087,IDN,309362571.0
2088,IDN,308461398.0
2089,IDN,307540153.0
2090,IDN,306596177.0
2091,IDN,305625545.0
2092,IDN,304633507.0
2093,IDN,303617802.0
2094,IDN,302583117.0
2095,IDN,301534476.0
2096,IDN,300473885.0
2097,IDN,299393801.0
2098,IDN,298298057.0
2099,IDN,297192662.0
2100,IDN,296074174.0
2101,IDN,294947948.0
1950,IMN,54956.0
1951,IMN,55221.0
1952,IMN,54911.0
1953,IMN,54374.0
1954,IMN,53767.0
1955,IMN,53123.0
1956,IMN,52429.0
1957,IMN,51688.0
1958,IMN,50920.0
1959,IMN,50130.0
1960,IMN,49297.0
1961,IMN,48439.0
1962,IMN,48463.0
1963,IMN,48913.0
1964,IMN,49389.0
1965,IMN,49861.0
1966,IMN,50318.0
1967,IMN,51179.0
1968,IMN,52303.0
1969,IMN,53478.0
1970,IMN,54669.0
1971,IMN,55930.0
1972,IMN,56924.0
1973,IMN,57809.0
1974,IMN,58703.0
1975,IMN,59574.0
1976,IMN,60344.0
1977,IMN,61156.0
1978,IMN,61977.0
1979,IMN,62820.0
1980,IMN,63658.0
1981,IMN,64494.0
1982,IMN,64697.99999999999
1983,IMN,64675.0
1984,IMN,64586.0
1985,IMN,64470.0
1986,IMN,64331.99999999999
1987,IMN,65059.0
1988,IMN,66134.0
1989,IMN,67227.0
1990,IMN,68353.0
1991,IMN,69479.0
1992,IMN,70138.0
1993,IMN,70569.0
1994,IMN,70974.0
1995,IMN,71362.0
1996,IMN,71664.0
1997,IMN,72431.0
1998,IMN,73387.0
1999,IMN,74334.0
2000,IMN,75247.0
2001,IMN,76071.0
2002,IMN,76881.0
2003,IMN,77670.0
2004,IMN,78428.0
2005,IMN,79156.0
2006,IMN,79875.0
2007,IMN,80713.0
2008,IMN,81580.0
2009,IMN,82479.0
2010,IMN,83400.0
2011,IMN,84346.0
2012,IMN,84419.0
2013,IMN,84250.0
2014,IMN,84033.0
2015,IMN,83752.0
2016,IMN,83434.0
2017,IMN,83498.0
2018,IMN,83720.0
2019,IMN,83891.0
2020,IMN,84022.0
2021,IMN,84105.0
2022,IMN,84106.0
2023,IMN,84158.0
2024,IMN,84173.0
2025,IMN,84148.0
2026,IMN,84089.0
2027,IMN,84020.0
2028,IMN,83906.0
2029,IMN,83797.0
2030,IMN,83656.0
2031,IMN,83524.0
2032,IMN,83353.0
2033,IMN,83193.0
2034,IMN,83015.0
2035,IMN,82818.0
2036,IMN,82595.0
2037,IMN,82360.0
2038,IMN,82122.0
2039,IMN,81879.0
2040,IMN,81621.0
2041,IMN,81374.0
2042,IMN,81075.0
2043,IMN,80744.0
2044,IMN,80411.0
2045,IMN,80049.0
2046,IMN,79701.0
2047,IMN,79360.0
2048,IMN,78988.0
2049,IMN,78611.0
2050,IMN,78192.0
2051,IMN,77749.0
2052,IMN,77283.0
2053,IMN,76895.0
2054,IMN,76485.0
2055,IMN,76060.0
2056,IMN,75618.0
2057,IMN,75162.0
2058,IMN,74702.0
2059,IMN,74262.0
2060,IMN,73810.0
2061,IMN,73332.0
2062,IMN,72881.0
2063,IMN,72407.0
2064,IMN,71932.0
2065,IMN,71470.0
2066,IMN,71032.0
2067,IMN,70583.0
2068,IMN,70163.0
2069,IMN,69737.0
2070,IMN,69315.0
2071,IMN,68928.0
2072,IMN,68543.0
2073,IMN,68161.0
2074,IMN,67777.0
2075,IMN,67394.0
2076,IMN,67017.0
2077,IMN,66660.0
2078,IMN,66295.0
2079,IMN,65930.0
2080,IMN,65587.0
2081,IMN,65253.0
2082,IMN,64897.99999999999
2083,IMN,64545.0
2084,IMN,64194.99999999999
2085,IMN,63840.0
2086,IMN,63465.0
2087,IMN,63088.0
2088,IMN,62723.0
2089,IMN,62347.0
2090,IMN,61956.0
2091,IMN,61597.0
2092,IMN,61216.0
2093,IMN,60844.0
2094,IMN,60469.0
2095,IMN,60103.0
2096,IMN,59742.0
2097,IMN,59361.0
2098,IMN,58980.0
2099,IMN,58619.0
2100,IMN,58244.0
2101,IMN,57885.0
1950,IND,342592267.0
1951,IND,349965375.0
1952,IND,357774738.0
1953,IND,365975067.0
1954,IND,374234080.0
1955,IND,383140196.0
1956,IND,392261577.0
1957,IND,401716229.0
1958,IND,410791546.0
1959,IND,420763337.0
1960,IND,430798000.0
1961,IND,441182676.0
1962,IND,451946781.0
1963,IND,462619398.0
1964,IND,473657752.0
1965,IND,484801444.0
1966,IND,495478848.0
1967,IND,506001646.0
1968,IND,517211097.0
1969,IND,528222680.00000006
1970,IND,539538407.0
1971,IND,552190129.0
1972,IND,564002646.0
1973,IND,576961637.0
1974,IND,589969558.0
1975,IND,604113224.0
1976,IND,618505846.0
1977,IND,633217920.0
1978,IND,648384286.0
1979,IND,663072172.0
1980,IND,679239321.0
1981,IND,695468730.0
1982,IND,711923769.0
1983,IND,728703177.0
1984,IND,746042184.0
1985,IND,763708714.0
1986,IND,781586872.0
1987,IND,799793084.0
1988,IND,818069456.0
1989,IND,836616524.0
1990,IND,855462534.0
1991,IND,874481909.0
1992,IND,893373292.0
1993,IND,912540848.0
1994,IND,931695926.0
1995,IND,950631609.0
1996,IND,969970478.0
1997,IND,989386439.0
1998,IND,1008881084.0
1999,IND,1028449076.0
2000,IND,1048002570.0
2001,IND,1067842896.0
2002,IND,1087954254.0
2003,IND,1107246507.0
2004,IND,1126359505.0
2005,IND,1145623522.0
2006,IND,1163729122.0
2007,IND,1182028657.0
2008,IND,1199323384.0
2009,IND,1216538543.0
2010,IND,1234510963.0
2011,IND,1252452165.0
2012,IND,1269997744.0
2013,IND,1287351261.0
2014,IND,1304307760.0
2015,IND,1320246623.0
2016,IND,1335802372.0
2017,IND,1352086220.0
2018,IND,1367228580.0
2019,IND,1382089548.0
2020,IND,1395971076.0
2021,IND,1409264315.0
2022,IND,1419143477.0
2023,IND,1431702948.0
2024,IND,1444436244.0
2025,IND,1457435338.0
2026,IND,1470295711.0
2027,IND,1482955442.0
2028,IND,1495373906.0
2029,IND,1507491573.0
2030,IND,1519355889.0
2031,IND,1530921800.0
2032,IND,1542159403.0
2033,IND,1553054846.0
2034,IND,1563593314.0
2035,IND,1573783392.0
2036,IND,1583606199.0
2037,IND,1593044519.0
2038,IND,1602029495.0
2039,IND,1610571802.0
2040,IND,1618706679.0
2041,IND,1626453399.0
2042,IND,1633785338.0
2043,IND,1640685377.0
2044,IND,1647145162.0
2045,IND,1653228062.0
2046,IND,1658907103.0
2047,IND,1664189680.0
2048,IND,1669066613.0
2049,IND,1673552839.0
2050,IND,1677686950.0
2051,IND,1681491568.0
2052,IND,1684950203.0
2053,IND,1688065580.0
2054,IND,1690865297.0
2055,IND,1693271247.0
2056,IND,1695385243.0
2057,IND,1697168441.0
2058,IND,1698670696.0
2059,IND,1699839978.0
2060,IND,1700692021.0
2061,IND,1701211407.0
2062,IND,1701356007.0
2063,IND,1701190414.0
2064,IND,1700709310.0
2065,IND,1699891111.0
2066,IND,1698703342.0
2067,IND,1697235654.0
2068,IND,1695396654.0
2069,IND,1693194505.0
2070,IND,1690648399.0
2071,IND,1687756680.0
2072,IND,1684558620.0
2073,IND,1681015030.0
2074,IND,1677196183.0
2075,IND,1673077752.0
2076,IND,1668642863.0
2077,IND,1663956990.0
2078,IND,1659012871.0
2079,IND,1653820248.0
2080,IND,1648382324.0
2081,IND,1642715197.0
2082,IND,1636841163.0
2083,IND,1630794319.0
2084,IND,1624544623.0
2085,IND,1618143412.0
2086,IND,1611544446.0
2087,IND,1604802766.0
2088,IND,1597979197.0
2089,IND,1591006924.0
2090,IND,1583911433.0
2091,IND,1576698760.0
2092,IND,1569408343.0
2093,IND,1562083555.0
2094,IND,1554637205.0
2095,IND,1547138659.0
2096,IND,1539587805.0
2097,IND,1532021324.0
2098,IND,1524421638.0
2099,IND,1516758642.0
2100,IND,1509106631.0
2101,IND,1501396890.0
1950,IRL,2898772.0
1951,IRL,2926536.0
1952,IRL,2947192.0
1953,IRL,2935733.0
1954,IRL,2922428.0
1955,IRL,2907919.0
1956,IRL,2891157.0
1957,IRL,2876352.0
1958,IRL,2861846.0
1959,IRL,2846153.0
1960,IRL,2832282.0
1961,IRL,2823097.0
1962,IRL,2826288.0
1963,IRL,2836703.0
1964,IRL,2849365.0
1965,IRL,2864968.0
1966,IRL,2881337.0
1967,IRL,2896437.0
1968,IRL,2914403.0
1969,IRL,2931186.0
1970,IRL,2950319.0
1971,IRL,2972488.0
1972,IRL,3013753.0
1973,IRL,3060553.0
1974,IRL,3108316.0
1975,IRL,3156039.0
1976,IRL,3204198.0
1977,IRL,3252605.0
1978,IRL,3302907.0
1979,IRL,3355459.0
1980,IRL,3396143.0
1981,IRL,3434336.0
1982,IRL,3463317.0
1983,IRL,3487755.0
1984,IRL,3507460.0
1985,IRL,3524449.0
1986,IRL,3538092.0
1987,IRL,3545643.0
1988,IRL,3535118.0
1989,IRL,3515073.0
1990,IRL,3507068.0
1991,IRL,3520968.0
1992,IRL,3547552.0
1993,IRL,3569290.0
1994,IRL,3582954.0
1995,IRL,3597359.0
1996,IRL,3624035.0
1997,IRL,3652983.0
1998,IRL,3691602.0
1999,IRL,3730545.0
2000,IRL,3775330.0
2001,IRL,3829840.0
2002,IRL,3896122.0
2003,IRL,3960764.0
2004,IRL,4025106.0
2005,IRL,4107023.0
2006,IRL,4203545.0
2007,IRL,4334010.0
2008,IRL,4453016.0
2009,IRL,4518983.0
2010,IRL,4548521.0
2011,IRL,4569639.0
2012,IRL,4589566.0
2013,IRL,4610698.0
2014,IRL,4638675.0
2015,IRL,4677802.0
2016,IRL,4727172.0
2017,IRL,4779834.0
2018,IRL,4840687.0
2019,IRL,4904424.0
2020,IRL,4962558.0
2021,IRL,5002655.0
2022,IRL,5054196.0
2023,IRL,5165835.0
2024,IRL,5227425.0
2025,IRL,5282610.0
2026,IRL,5333468.0
2027,IRL,5380432.0
2028,IRL,5425344.0
2029,IRL,5467898.0
2030,IRL,5507049.0
2031,IRL,5543138.0
2032,IRL,5578180.0
2033,IRL,5612000.0
2034,IRL,5643415.0
2035,IRL,5673181.0
2036,IRL,5700556.0
2037,IRL,5727845.0
2038,IRL,5755114.0
2039,IRL,5781397.0
2040,IRL,5805333.0
2041,IRL,5829807.0
2042,IRL,5853165.0
2043,IRL,5873310.0
2044,IRL,5891627.0
2045,IRL,5909238.0
2046,IRL,5924634.0
2047,IRL,5937026.0
2048,IRL,5948677.0
2049,IRL,5959674.0
2050,IRL,5967553.0
2051,IRL,5972531.0
2052,IRL,5975144.0
2053,IRL,5977161.0
2054,IRL,5976950.0
2055,IRL,5976132.0
2056,IRL,5971711.0
2057,IRL,5968816.0
2058,IRL,5961441.0
2059,IRL,5952269.0
2060,IRL,5940162.0
2061,IRL,5927669.0
2062,IRL,5915790.0
2063,IRL,5904290.0
2064,IRL,5891842.0
2065,IRL,5877489.0
2066,IRL,5862776.0
2067,IRL,5847475.0
2068,IRL,5832097.0
2069,IRL,5816241.0
2070,IRL,5799965.0
2071,IRL,5783020.0
2072,IRL,5766484.0
2073,IRL,5749786.0
2074,IRL,5733011.0
2075,IRL,5716096.0
2076,IRL,5700282.0
2077,IRL,5684540.0
2078,IRL,5669339.0
2079,IRL,5654608.0
2080,IRL,5639947.0
2081,IRL,5627996.0
2082,IRL,5617121.0
2083,IRL,5604805.0
2084,IRL,5591519.0
2085,IRL,5578010.0
2086,IRL,5564194.0
2087,IRL,5550656.0
2088,IRL,5535811.0
2089,IRL,5519733.0
2090,IRL,5502841.0
2091,IRL,5484620.0
2092,IRL,5466376.0
2093,IRL,5447804.0
2094,IRL,5428691.0
2095,IRL,5409283.0
2096,IRL,5389235.0
2097,IRL,5367288.0
2098,IRL,5344852.0
2099,IRL,5321759.0
2100,IRL,5298149.0
2101,IRL,5274091.0
1950,IRN,16307928.0
1951,IRN,16713177.0
1952,IRN,17129372.0
1953,IRN,17559495.0
1954,IRN,17996734.0
1955,IRN,18455664.0
1956,IRN,18945940.0
1957,IRN,19462832.0
1958,IRN,19990852.0
1959,IRN,20542169.0
1960,IRN,21151382.0
1961,IRN,21789486.0
1962,IRN,22461965.0
1963,IRN,23153849.0
1964,IRN,23884162.0
1965,IRN,24641556.0
1966,IRN,25432400.0
1967,IRN,26226140.0
1968,IRN,27030725.0
1969,IRN,27844056.0
1970,IRN,28702907.0
1971,IRN,29587292.0
1972,IRN,30470849.0
1973,IRN,31371508.0
1974,IRN,32308167.0
1975,IRN,33284759.0
1976,IRN,34321187.0
1977,IRN,35353355.0
1978,IRN,36513006.0
1979,IRN,37740063.0
1980,IRN,39109842.0
1981,IRN,40574806.0
1982,IRN,43403818.0
1983,IRN,45140463.0
1984,IRN,46918607.0
1985,IRN,48669389.0
1986,IRN,50495189.0
1987,IRN,52396901.0
1988,IRN,54250084.0
1989,IRN,55895305.0
1990,IRN,57514522.0
1991,IRN,59245661.0
1992,IRN,60728200.0
1993,IRN,61641766.0
1994,IRN,61165321.0
1995,IRN,61875875.0
1996,IRN,62535259.0
1997,IRN,63227340.0
1998,IRN,64051936.0
1999,IRN,64987782.0
2000,IRN,65902998.99999999
2001,IRN,66934319.0
2002,IRN,67969691.0
2003,IRN,68052943.0
2004,IRN,69485737.0
2005,IRN,71026895.0
2006,IRN,72630015.0
2007,IRN,74155479.0
2008,IRN,75049816.0
2009,IRN,75978591.0
2010,IRN,76937059.0
2011,IRN,77904626.0
2012,IRN,78862571.0
2013,IRN,79878588.0
2014,IRN,80950783.0
2015,IRN,82053308.0
2016,IRN,83185416.0
2017,IRN,84439040.0
2018,IRN,85614468.0
2019,IRN,86621528.0
2020,IRN,87481767.0
2021,IRN,87965119.0
2022,IRN,88945856.0
2023,IRN,90102637.0
2024,IRN,91114777.0
2025,IRN,92020698.0
2026,IRN,92814664.0
2027,IRN,93522331.0
2028,IRN,94154960.0
2029,IRN,94725087.0
2030,IRN,95245110.0
2031,IRN,95728223.0
2032,IRN,96193233.0
2033,IRN,96637689.0
2034,IRN,97063614.0
2035,IRN,97478485.0
2036,IRN,97880019.0
2037,IRN,98270632.0
2038,IRN,98646979.0
2039,IRN,99009660.0
2040,IRN,99355945.0
2041,IRN,99692610.0
2042,IRN,100014826.0
2043,IRN,100319326.0
2044,IRN,100604859.0
2045,IRN,100870326.0
2046,IRN,101110900.0
2047,IRN,101328477.0
2048,IRN,101519547.0
2049,IRN,101684311.0
2050,IRN,101812773.0
2051,IRN,101911214.0
2052,IRN,101973431.0
2053,IRN,102001165.0
2054,IRN,101991561.0
2055,IRN,101942304.0
2056,IRN,101851928.0
2057,IRN,101722391.0
2058,IRN,101556275.0
2059,IRN,101355063.0
2060,IRN,101109613.0
2061,IRN,100831544.0
2062,IRN,100517643.0
2063,IRN,100170221.0
2064,IRN,99792875.0
2065,IRN,99383391.0
2066,IRN,98947492.0
2067,IRN,98488889.0
2068,IRN,98009690.0
2069,IRN,97504173.0
2070,IRN,96978701.0
2071,IRN,96435921.0
2072,IRN,95879207.0
2073,IRN,95310177.0
2074,IRN,94726661.0
2075,IRN,94138614.0
2076,IRN,93542639.0
2077,IRN,92943900.0
2078,IRN,92342098.0
2079,IRN,91740769.0
2080,IRN,91142026.0
2081,IRN,90545691.0
2082,IRN,89955341.0
2083,IRN,89372893.0
2084,IRN,88798265.0
2085,IRN,88229711.0
2086,IRN,87669737.0
2087,IRN,87116601.0
2088,IRN,86573779.0
2089,IRN,86038683.0
2090,IRN,85509580.0
2091,IRN,84987599.0
2092,IRN,84468705.0
2093,IRN,83954206.0
2094,IRN,83439842.0
2095,IRN,82926194.0
2096,IRN,82408894.0
2097,IRN,81888620.0
2098,IRN,81366455.0
2099,IRN,80844813.0
2100,IRN,80314491.0
2101,IRN,79776091.0
1950,IRQ,5596621.0
1951,IRQ,5710080.0
1952,IRQ,5838178.0
1953,IRQ,5987835.0
1954,IRQ,6140661.0
1955,IRQ,6298271.0
1956,IRQ,6434286.0
1957,IRQ,6580714.0
1958,IRQ,6686037.0
1959,IRQ,6797318.0
1960,IRQ,6943441.0
1961,IRQ,7100663.0
1962,IRQ,7288443.0
1963,IRQ,7539307.0
1964,IRQ,7796549.0
1965,IRQ,8062584.0
1966,IRQ,8341697.0
1967,IRQ,8628511.0
1968,IRQ,8929227.0
1969,IRQ,9240806.0
1970,IRQ,9565906.0
1971,IRQ,9905315.0
1972,IRQ,10250303.0
1973,IRQ,10610024.0
1974,IRQ,10981714.0
1975,IRQ,11353807.0
1976,IRQ,11733472.0
1977,IRQ,12121830.0
1978,IRQ,12540262.0
1979,IRQ,12966449.0
1980,IRQ,13374282.0
1981,IRQ,13809701.0
1982,IRQ,14203062.0
1983,IRQ,14609103.0
1984,IRQ,15072006.0
1985,IRQ,15549459.0
1986,IRQ,15817401.0
1987,IRQ,16330889.0
1988,IRQ,16711207.999999998
1989,IRQ,17106429.0
1990,IRQ,17622656.0
1991,IRQ,17539755.0
1992,IRQ,17994752.0
1993,IRQ,18606938.0
1994,IRQ,19795452.0
1995,IRQ,20484162.0
1996,IRQ,21167559.0
1997,IRQ,21835084.0
1998,IRQ,22518103.0
1999,IRQ,23250696.0
2000,IRQ,24022358.0
2001,IRQ,24825754.0
2002,IRQ,25569927.0
2003,IRQ,26443192.0
2004,IRQ,27162125.0
2005,IRQ,27993632.0
2006,IRQ,28821265.0
2007,IRQ,28411764.0
2008,IRQ,28371450.0
2009,IRQ,29570621.0
2010,IRQ,30545791.0
2011,IRQ,31544941.0
2012,IRQ,32777906.000000004
2013,IRQ,34531779.0
2014,IRQ,36032199.0
2015,IRQ,37067919.0
2016,IRQ,38053150.0
2017,IRQ,38886104.0
2018,IRQ,39788603.0
2019,IRQ,40742646.0
2020,IRQ,41641695.0
2021,IRQ,42591514.0
2022,IRQ,43550907.0
2023,IRQ,44590195.0
2024,IRQ,45557903.0
2025,IRQ,46526127.0
2026,IRQ,47515421.0
2027,IRQ,48499453.0
2028,IRQ,49475393.0
2029,IRQ,50446504.0
2030,IRQ,51440155.0
2031,IRQ,52434261.0
2032,IRQ,53434479.0
2033,IRQ,54472301.0
2034,IRQ,55497957.0
2035,IRQ,56527323.0
2036,IRQ,57544505.0
2037,IRQ,58598968.0
2038,IRQ,59619538.0
2039,IRQ,60644924.0
2040,IRQ,61704428.0
2041,IRQ,62741994.0
2042,IRQ,63756337.0
2043,IRQ,64765349.0
2044,IRQ,65748645.00000001
2045,IRQ,66726893.0
2046,IRQ,67681461.0
2047,IRQ,68618661.0
2048,IRQ,69577509.0
2049,IRQ,70522727.0
2050,IRQ,71476409.0
2051,IRQ,72381091.0
2052,IRQ,73293739.0
2053,IRQ,74164850.0
2054,IRQ,75059520.0
2055,IRQ,75933037.0
