ISO3,year,indicator,value
AFE,2035,rural_growth_rate,1.3437824232691131
AFE,2035,rural_lower80_growth_rate,0.6935030982916368
AFE,2035,rural_lower95_growth_rate,0.330740330138668
AFE,2035,rural_median_growth_rate,1.3437824232691131
AFE,2035,rural_upper80_growth_rate,1.9631416470097252
AFE,2035,rural_upper95_growth_rate,2.2871834759402354
AFE,2035,urban_growth_rate,3.495735796381094
AFE,2035,urban_lower80_growth_rate,2.8240989203808464
AFE,2035,urban_lower95_growth_rate,2.4510158276473515
AFE,2035,urban_median_growth_rate,3.495735796381094
AFE,2035,urban_upper80_growth_rate,4.1327290308842635
AFE,2035,urban_upper95_growth_rate,4.468547262557432
AFE,2040,rural_growth_rate,1.0826339335477497
AFE,2040,rural_lower80_growth_rate,0.4639045718657142
AFE,2040,rural_lower95_growth_rate,0.1381234342194393
AFE,2040,rural_median_growth_rate,1.0826339335477497
AFE,2040,rural_upper80_growth_rate,1.6818072417584595
AFE,2040,rural_upper95_growth_rate,2.0202079781487248
AFE,2040,urban_growth_rate,3.293351369910713
AFE,2040,urban_lower80_growth_rate,2.6476008463351963
AFE,2040,urban_lower95_growth_rate,2.3224009316617167
AFE,2040,urban_median_growth_rate,3.293351369910713
AFE,2040,urban_upper80_growth_rate,3.9268690234389503
AFE,2040,urban_upper95_growth_rate,4.264947851422529
AFE,2045,rural_growth_rate,0.8476611565053194
AFE,2045,rural_lower80_growth_rate,0.25064932303253684
AFE,2045,rural_lower95_growth_rate,-0.052313549321147956
AFE,2045,rural_median_growth_rate,0.8476611565053194
AFE,2045,rural_upper80_growth_rate,1.450229179102247
AFE,2045,rural_upper95_growth_rate,1.786013929221908
AFE,2045,urban_growth_rate,3.085034457850422
AFE,2045,urban_lower80_growth_rate,2.4464811921806273
AFE,2045,urban_lower95_growth_rate,2.159264773320846
AFE,2045,urban_median_growth_rate,3.085034457850422
AFE,2045,urban_upper80_growth_rate,3.727690790716065
AFE,2045,urban_upper95_growth_rate,4.064342058495196
AFE,2050,rural_growth_rate,0.6324294038241529
AFE,2050,rural_lower80_growth_rate,0.04632115671145964
AFE,2050,rural_lower95_growth_rate,-0.22860426606848838
AFE,2050,rural_median_growth_rate,0.6324294038241529
AFE,2050,rural_upper80_growth_rate,1.282339549095024
AFE,2050,rural_upper95_growth_rate,1.6121474940476999
AFE,2050,urban_growth_rate,2.8720794087833568
AFE,2050,urban_lower80_growth_rate,2.2452199932430084
AFE,2050,urban_lower95_growth_rate,1.964875895839202
AFE,2050,urban_median_growth_rate,2.8720794087833568
AFE,2050,urban_upper80_growth_rate,3.5570716254456958
AFE,2050,urban_upper95_growth_rate,3.8935563924874073
AFW,1955,rural_growth_rate,1.5523655996998453
AFW,1955,urban_growth_rate,4.9894789453334365
AFW,1960,rural_growth_rate,1.4948718074517142
AFW,1960,urban_growth_rate,5.829663680665242
AFW,1965,rural_growth_rate,1.4945600117645341
AFW,1965,urban_growth_rate,6.078592380458692
AFW,1970,rural_growth_rate,1.5163802712279129
AFW,1970,urban_growth_rate,6.048867438484673
AFW,1975,rural_growth_rate,1.6510780456478358
AFW,1975,urban_growth_rate,5.910945746408247
AFW,1980,rural_growth_rate,1.8776668203972724
AFW,1980,urban_growth_rate,5.618842082691122
AFW,1985,rural_growth_rate,1.9130984291588993
AFW,1985,urban_growth_rate,5.08603258509901
AFW,1990,rural_growth_rate,1.8796218754260519
AFW,1990,urban_growth_rate,4.722535022510765
AFW,1995,rural_growth_rate,1.8411194145687926
AFW,1995,urban_growth_rate,4.444562920448569
AFW,2000,rural_growth_rate,1.8241483983701512
AFW,2000,urban_growth_rate,4.386151398043636
AFW,2005,rural_growth_rate,1.8349441902635544
AFW,2005,urban_growth_rate,4.392598927941305
AFW,2010,rural_growth_rate,1.8077139622922456
AFW,2010,urban_growth_rate,4.2336079279718275
AFW,2015,rural_growth_rate,1.6984282143293727
AFW,2015,urban_growth_rate,4.080601011937612
AFW,2020,rural_growth_rate,1.4141157847239016
AFW,2020,urban_growth_rate,3.7743216384350964
AFW,2025,rural_growth_rate,1.1218466689776996
AFW,2025,rural_lower80_growth_rate,1.1218466689776996
AFW,2025,rural_lower95_growth_rate,1.1218466689776996
AFW,2025,rural_median_growth_rate,1.1218466689776996
AFW,2025,rural_upper80_growth_rate,1.1218466689776996
AFW,2025,rural_upper95_growth_rate,1.1218466689776996
AFW,2025,urban_growth_rate,3.567507089202193
AFW,2025,urban_lower80_growth_rate,3.567507089202193
AFW,2025,urban_lower95_growth_rate,3.567507089202193
AFW,2025,urban_median_growth_rate,3.567507089202193
AFW,2025,urban_upper80_growth_rate,3.567507089202193
AFW,2025,urban_upper95_growth_rate,3.567507089202193
AFW,2030,rural_growth_rate,0.8254854873283257
AFW,2030,rural_lower80_growth_rate,0.2586564628727528
AFW,2030,rural_lower95_growth_rate,-0.04348287902150583
AFW,2030,rural_median_growth_rate,0.8254854873283257
AFW,2030,rural_upper80_growth_rate,1.342635173179052
AFW,2030,rural_upper95_growth_rate,1.606717029677851
AFW,2030,urban_growth_rate,3.3812451725978576
AFW,2030,urban_lower80_growth_rate,2.8244158552322096
AFW,2030,urban_lower95_growth_rate,2.536965045242101
AFW,2030,urban_median_growth_rate,3.3812451725978576
AFW,2030,urban_upper80_growth_rate,3.892035476887634
AFW,2030,urban_upper95_growth_rate,4.151817736540697
AFW,2035,rural_growth_rate,0.5111923181763123
AFW,2035,rural_lower80_growth_rate,-0.11701643464282485
AFW,2035,rural_lower95_growth_rate,-0.45028385326695286
AFW,2035,rural_median_growth_rate,0.5111923181763123
AFW,2035,rural_upper80_growth_rate,1.1053919600086282
AFW,2035,rural_upper95_growth_rate,1.403090063614254
AFW,2035,urban_growth_rate,3.212676877202325
AFW,2035,urban_lower80_growth_rate,2.5802106097097877
AFW,2035,urban_lower95_growth_rate,2.274373916757799
AFW,2035,urban_median_growth_rate,3.212676877202325
AFW,2035,urban_upper80_growth_rate,3.806036103702226
AFW,2035,urban_upper95_growth_rate,4.1090199183601905
AFW,2040,rural_growth_rate,0.1472447870909832
AFW,2040,rural_lower80_growth_rate,-0.5047357804097485
AFW,2040,rural_lower95_growth_rate,-0.8596606477939139
AFW,2040,rural_median_growth_rate,0.1472447870909832
AFW,2040,rural_upper80_growth_rate,0.7618603360961984
AFW,2040,rural_upper95_growth_rate,1.1287252307434326
AFW,2040,urban_growth_rate,3.021294990960799
AFW,2040,urban_lower80_growth_rate,2.3900534984341526
AFW,2040,urban_lower95_growth_rate,2.0386538696817835
AFW,2040,urban_median_growth_rate,3.021294990960799
AFW,2040,urban_upper80_growth_rate,3.6508782443356314
AFW,2040,urban_upper95_growth_rate,4.028432575237706
AFW,2045,rural_growth_rate,-0.25003687413003295
AFW,2045,rural_lower80_growth_rate,-0.865717103364716
AFW,2045,rural_lower95_growth_rate,-1.196741777679633
AFW,2045,rural_median_growth_rate,-0.25003687413003295
AFW,2045,rural_upper80_growth_rate,0.4094597284508561
AFW,2045,rural_upper95_growth_rate,0.741306942181108
AFW,2045,urban_growth_rate,2.808794953472993
AFW,2045,urban_lower80_growth_rate,2.223253161294325
AFW,2045,urban_lower95_growth_rate,1.9043517385032294
AFW,2045,urban_median_growth_rate,2.808794953472993
AFW,2045,urban_upper80_growth_rate,3.4697661128571644
AFW,2045,urban_upper95_growth_rate,3.8208241484168237
AFW,2050,rural_growth_rate,-0.690032388704942
AFW,2050,rural_lower80_growth_rate,-1.2956462281750292
AFW,2050,rural_lower95_growth_rate,-1.5841015230155464
AFW,2050,rural_median_growth_rate,-0.690032388704942
AFW,2050,rural_upper80_growth_rate,0.015029551159417842
AFW,2050,rural_upper95_growth_rate,0.3530574201008774
AFW,2050,urban_growth_rate,2.60325744037897
AFW,2050,urban_lower80_growth_rate,2.0293744741179065
AFW,2050,urban_lower95_growth_rate,1.7949627411621316
AFW,2050,urban_median_growth_rate,2.60325744037897
AFW,2050,urban_upper80_growth_rate,3.31681757056268
AFW,2050,urban_upper95_growth_rate,3.644181127099566
AGO,1955,rural_growth_rate,0.7170123860021693
AGO,1955,urban_growth_rate,7.8855556428625295
AGO,1960,rural_growth_rate,1.1110442629030048
AGO,1960,urban_growth_rate,6.506519222629814
AGO,1965,rural_growth_rate,0.6488871296572052
AGO,1965,urban_growth_rate,4.575620672750835
AGO,1970,rural_growth_rate,0.6621117105122032
AGO,1970,urban_growth_rate,4.525753296036772
AGO,1975,rural_growth_rate,2.221417100159484
AGO,1975,urban_growth_rate,8.19045691988527
AGO,1980,rural_growth_rate,2.0130735471594274
AGO,1980,urban_growth_rate,9.319555108565659
AGO,1985,rural_growth_rate,1.8264624585119904
AGO,1985,urban_growth_rate,9.025897986591659
AGO,1990,rural_growth_rate,1.3450474526870648
AGO,1990,urban_growth_rate,7.812527760035692
AGO,1995,rural_growth_rate,1.1380512442663582
AGO,1995,urban_growth_rate,6.581692464671085
AGO,2000,rural_growth_rate,0.9559003569060698
AGO,2000,urban_growth_rate,6.193303441874987
AGO,2005,rural_growth_rate,1.1528409493093639
AGO,2005,urban_growth_rate,5.721512809386486
AGO,2010,rural_growth_rate,1.8161538866138027
AGO,2010,urban_growth_rate,5.332487148398846
AGO,2015,rural_growth_rate,2.038037476259724
AGO,2015,urban_growth_rate,5.008464593147477
AGO,2020,rural_growth_rate,1.1656671080345626
AGO,2020,urban_growth_rate,4.759018244940227
AGO,2025,rural_growth_rate,0.46478422361038163
AGO,2025,rural_lower80_growth_rate,0.46478422361038163
AGO,2025,rural_lower95_growth_rate,0.46478422361038163
AGO,2025,rural_median_growth_rate,0.46478422361038163
AGO,2025,rural_upper80_growth_rate,0.46478422361038163
AGO,2025,rural_upper95_growth_rate,0.46478422361038163
AGO,2025,urban_growth_rate,4.3348124520779185
AGO,2025,urban_lower80_growth_rate,4.3348124520779185
AGO,2025,urban_lower95_growth_rate,4.3348124520779185
AGO,2025,urban_median_growth_rate,4.3348124520779185
AGO,2025,urban_upper80_growth_rate,4.3348124520779185
AGO,2025,urban_upper95_growth_rate,4.3348124520779185
AGO,2030,rural_growth_rate,-0.1702161498490784
AGO,2030,rural_lower80_growth_rate,-0.8821711635818352
AGO,2030,rural_lower95_growth_rate,-1.3277194451055685
AGO,2030,rural_median_growth_rate,-0.1702161498490784
AGO,2030,rural_upper80_growth_rate,0.4894730839736239
AGO,2030,rural_upper95_growth_rate,0.8444592485465696
AGO,2030,urban_growth_rate,4.104332462384552
AGO,2030,urban_lower80_growth_rate,3.361892695519475
AGO,2030,urban_lower95_growth_rate,2.8972667628678117
AGO,2030,urban_median_growth_rate,4.104332462384552
AGO,2030,urban_upper80_growth_rate,4.792268513842091
AGO,2030,urban_upper95_growth_rate,5.162454607320166
AGO,2035,rural_growth_rate,-0.9693886425866771
AGO,2035,rural_lower80_growth_rate,-1.8264898276860064
AGO,2035,rural_lower95_growth_rate,-2.213109974683325
AGO,2035,rural_median_growth_rate,-0.9693886425866771
AGO,2035,rural_upper80_growth_rate,-0.15032549895241942
AGO,2035,rural_upper95_growth_rate,0.2996157024625301
AGO,2035,urban_growth_rate,3.8973703107684665
AGO,2035,urban_lower80_growth_rate,2.9981477572423865
AGO,2035,urban_lower95_growth_rate,2.59252755525039
AGO,2035,urban_median_growth_rate,3.8973703107684665
AGO,2035,urban_upper80_growth_rate,4.756685481861789
AGO,2035,urban_upper95_growth_rate,5.228738587267379
AGO,2040,rural_growth_rate,-2.0886564906381633
AGO,2040,rural_lower80_growth_rate,-3.0217475283963235
AGO,2040,rural_lower95_growth_rate,-3.3465113568902694
AGO,2040,rural_median_growth_rate,-2.0886564906381633
AGO,2040,rural_upper80_growth_rate,-1.2595821120524042
AGO,2040,rural_upper95_growth_rate,-0.7970267352847338
AGO,2040,urban_growth_rate,3.687545769006917
AGO,2040,urban_lower80_growth_rate,2.6994077635780656
AGO,2040,urban_lower95_growth_rate,2.3554847499196674
AGO,2040,urban_median_growth_rate,3.687545769006917
AGO,2040,urban_upper80_growth_rate,4.5655307347356455
AGO,2040,urban_upper95_growth_rate,5.055374200061125
AGO,2045,rural_growth_rate,-3.8406498003617173
AGO,2045,rural_lower80_growth_rate,-4.777389337853477
AGO,2045,rural_lower95_growth_rate,-5.037680695679736
AGO,2045,rural_median_growth_rate,-3.8406498003617173
AGO,2045,rural_upper80_growth_rate,-2.8919682315931228
AGO,2045,rural_upper95_growth_rate,-2.589916228749478
AGO,2045,urban_growth_rate,3.4622126952788657
AGO,2045,urban_lower80_growth_rate,2.454332077670296
AGO,2045,urban_lower95_growth_rate,2.174272782653719
AGO,2045,urban_median_growth_rate,3.4622126952788657
AGO,2045,urban_upper80_growth_rate,4.482942286777258
AGO,2045,urban_upper95_growth_rate,4.807933756648497
AGO,2050,rural_growth_rate,-7.073064838050048
AGO,2050,rural_lower80_growth_rate,-7.933281035067907
AGO,2050,rural_lower95_growth_rate,-8.341995870903606
AGO,2050,rural_median_growth_rate,-7.073064838050048
AGO,2050,rural_upper80_growth_rate,-6.1553869564972
AGO,2050,rural_upper95_growth_rate,-5.724318246026616
AGO,2050,urban_growth_rate,3.2635803657729
AGO,2050,urban_lower80_growth_rate,2.307678783116751
AGO,2050,urban_lower95_growth_rate,1.8535009150588921
AGO,2050,urban_median_growth_rate,3.2635803657729
AGO,2050,urban_upper80_growth_rate,4.2833353324730705
AGO,2050,urban_upper95_growth_rate,4.76235358858228
BDI,1955,rural_growth_rate,2.063532040222693
BDI,1955,urban_growth_rate,6.703326037795843
BDI,1960,rural_growth_rate,1.9120950723084729
BDI,1960,urban_growth_rate,6.908932660335387
BDI,1965,rural_growth_rate,2.4950214811843674
BDI,1965,urban_growth_rate,7.247146901541757
BDI,1970,rural_growth_rate,2.240082397338461
BDI,1970,urban_growth_rate,7.109546963214486
BDI,1975,rural_growth_rate,1.3197257828907905
BDI,1975,urban_growth_rate,5.921078922539436
BDI,1980,rural_growth_rate,2.7517855030090077
BDI,1980,urban_growth_rate,7.035313766499107
BDI,1985,rural_growth_rate,2.6069485521116764
BDI,1985,urban_growth_rate,6.827267983194063
BDI,1990,rural_growth_rate,1.8889625330843707
BDI,1990,urban_growth_rate,5.737685994622188
BDI,1995,rural_growth_rate,1.463332408244833
BDI,1995,urban_growth_rate,4.429029922959282
BDI,2000,rural_growth_rate,1.1056388634066217
BDI,2000,urban_growth_rate,3.6591643719452893
BDI,2005,rural_growth_rate,2.980145096490827
BDI,2005,urban_growth_rate,6.00245941773816
BDI,2010,rural_growth_rate,3.907715395478606
BDI,2010,urban_growth_rate,8.136018587537697
BDI,2015,rural_growth_rate,2.4644786822761056
BDI,2015,urban_growth_rate,9.489975095552762
BDI,2020,rural_growth_rate,1.3934897113708988
BDI,2020,urban_growth_rate,9.184436107379756
BDI,2025,rural_growth_rate,1.144147209538704
BDI,2025,rural_lower80_growth_rate,1.144147209538704
BDI,2025,rural_lower95_growth_rate,1.144147209538704
BDI,2025,rural_median_growth_rate,1.144147209538704
BDI,2025,rural_upper80_growth_rate,1.144147209538704
BDI,2025,rural_upper95_growth_rate,1.144147209538704
BDI,2025,urban_growth_rate,8.008424471267194
BDI,2025,urban_lower80_growth_rate,8.008424471267194
BDI,2025,urban_lower95_growth_rate,8.008424471267194
BDI,2025,urban_median_growth_rate,8.008424471267194
BDI,2025,urban_upper80_growth_rate,8.008424471267194
BDI,2025,urban_upper95_growth_rate,8.008424471267194
BDI,2030,rural_growth_rate,1.2301463046465289
BDI,2030,rural_lower80_growth_rate,0.23857889050225012
BDI,2030,rural_lower95_growth_rate,-0.24641365547184435
BDI,2030,rural_median_growth_rate,1.2301463046465289
BDI,2030,rural_upper80_growth_rate,2.2321454170125987
BDI,2030,rural_upper95_growth_rate,2.8171758401971614
BDI,2030,urban_growth_rate,5.426779744467791
BDI,2030,urban_lower80_growth_rate,4.394105554131444
BDI,2030,urban_lower95_growth_rate,3.889006982326104
BDI,2030,urban_median_growth_rate,5.426779744467791
BDI,2030,urban_upper80_growth_rate,6.470318093268124
BDI,2030,urban_upper95_growth_rate,7.0796017485863505
BDI,2035,rural_growth_rate,1.0843977586589837
BDI,2035,rural_lower80_growth_rate,0.34758908843632863
BDI,2035,rural_lower95_growth_rate,-0.16570647242549752
BDI,2035,rural_median_growth_rate,1.0843977586589837
BDI,2035,rural_upper80_growth_rate,1.9429660126765835
BDI,2035,rural_upper95_growth_rate,2.312140997408396
BDI,2035,urban_growth_rate,4.807430123800094
BDI,2035,urban_lower80_growth_rate,4.043484105114392
BDI,2035,urban_lower95_growth_rate,3.5112833914461516
BDI,2035,urban_median_growth_rate,4.807430123800094
BDI,2035,urban_upper80_growth_rate,5.697620244972934
BDI,2035,urban_upper95_growth_rate,6.0803922876784045
BDI,2040,rural_growth_rate,0.9899070363371232
BDI,2040,rural_lower80_growth_rate,0.16365116278271863
BDI,2040,rural_lower95_growth_rate,-0.2758655183176306
BDI,2040,rural_median_growth_rate,0.9899070363371232
BDI,2040,rural_upper80_growth_rate,1.7493926857781616
BDI,2040,rural_upper95_growth_rate,2.354462024798498
BDI,2040,urban_growth_rate,4.3368787354926
BDI,2040,urban_lower80_growth_rate,3.483239382675718
BDI,2040,urban_lower95_growth_rate,3.029156395534338
BDI,2040,urban_median_growth_rate,4.3368787354926
BDI,2040,urban_upper80_growth_rate,5.1215349890978645
BDI,2040,urban_upper95_growth_rate,5.746657321661397
BDI,2045,rural_growth_rate,0.7989644680756136
BDI,2045,rural_lower80_growth_rate,0.07230925011920686
BDI,2045,rural_lower95_growth_rate,-0.12464062184380786
BDI,2045,rural_median_growth_rate,0.7989644680756136
BDI,2045,rural_upper80_growth_rate,1.5077813829214026
BDI,2045,rural_upper95_growth_rate,1.8505031142087125
BDI,2045,urban_growth_rate,3.826870056041054
BDI,2045,urban_lower80_growth_rate,3.0783868023842365
BDI,2045,urban_lower95_growth_rate,2.8755207424820517
BDI,2045,urban_median_growth_rate,3.826870056041054
BDI,2045,urban_upper80_growth_rate,4.556979160827801
BDI,2045,urban_upper95_growth_rate,4.909995928882194
BDI,2050,rural_growth_rate,0.5265065794900492
BDI,2050,rural_lower80_growth_rate,-0.17127237192769984
BDI,2050,rural_lower95_growth_rate,-0.38812814966765474
BDI,2050,rural_median_growth_rate,0.5265065794900492
BDI,2050,rural_upper80_growth_rate,1.2132353596523426
BDI,2050,rural_upper95_growth_rate,1.5356331314526184
BDI,2050,urban_growth_rate,3.2690463287955884
BDI,2050,urban_lower80_growth_rate,2.5522307414137746
BDI,2050,urban_lower95_growth_rate,2.32945875698809
BDI,2050,urban_median_growth_rate,3.2690463287955884
BDI,2050,urban_upper80_growth_rate,3.974510276832177
BDI,2050,urban_upper95_growth_rate,4.305703626379431
BEN,1955,rural_growth_rate,0.6493152970531435
BEN,1955,urban_growth_rate,4.166242527219
BEN,1960,rural_growth_rate,0.9229437491730774
BEN,1960,urban_growth_rate,5.931380539881959
BEN,1965,rural_growth_rate,1.1141874394216655
BEN,1965,urban_growth_rate,7.738264390776961
BEN,1970,rural_growth_rate,0.9928656415235215
BEN,1970,urban_growth_rate,8.717242084129584
BEN,1975,rural_growth_rate,1.0507435378070085
BEN,1975,urban_growth_rate,7.729800069584991
BEN,1980,rural_growth_rate,1.43733397299457
BEN,1980,urban_growth_rate,6.333096555886231
BEN,1985,rural_growth_rate,1.7627692436017028
BEN,1985,urban_growth_rate,5.848178210864452
BEN,1990,rural_growth_rate,2.025790717463738
BEN,1990,urban_growth_rate,5.248439844412189
BEN,1995,rural_growth_rate,2.69900926415767
BEN,1995,urban_growth_rate,4.520499153867896
BEN,2000,rural_growth_rate,2.535610106893782
BEN,2000,urban_growth_rate,3.800414418769482
BEN,2005,rural_growth_rate,2.4444945033872845
BEN,2005,urban_growth_rate,4.206722303094601
BEN,2010,rural_growth_rate,2.154230538385371
BEN,2010,urban_growth_rate,4.349336639119672
BEN,2015,rural_growth_rate,1.8807459826231998
BEN,2015,urban_growth_rate,4.429435032706697
BEN,2020,rural_growth_rate,1.4733934837442897
BEN,2020,urban_growth_rate,4.3667784067089155
BEN,2025,rural_growth_rate,0.8969547849206894
BEN,2025,rural_lower80_growth_rate,0.8969547849206894
BEN,2025,rural_lower95_growth_rate,0.8969547849206894
BEN,2025,rural_median_growth_rate,0.8969547849206894
BEN,2025,rural_upper80_growth_rate,0.8969547849206894
BEN,2025,rural_upper95_growth_rate,0.8969547849206894
BEN,2025,urban_growth_rate,4.112014061036939
BEN,2025,urban_lower80_growth_rate,4.112014061036939
BEN,2025,urban_lower95_growth_rate,4.112014061036939
BEN,2025,urban_median_growth_rate,4.112014061036939
BEN,2025,urban_upper80_growth_rate,4.112014061036939
BEN,2025,urban_upper95_growth_rate,4.112014061036939
BEN,2030,rural_growth_rate,0.3476130949659595
BEN,2030,rural_lower80_growth_rate,-0.11187324766285256
BEN,2030,rural_lower95_growth_rate,-0.3924531377319185
BEN,2030,rural_median_growth_rate,0.3476130949659595
BEN,2030,rural_upper80_growth_rate,0.7656384096419444
BEN,2030,rural_upper95_growth_rate,0.9338766231411499
BEN,2030,urban_growth_rate,3.9366310736382415
BEN,2030,urban_lower80_growth_rate,3.4607108100243034
BEN,2030,urban_lower95_growth_rate,3.170095740852763
BEN,2030,urban_median_growth_rate,3.9366310736382415
BEN,2030,urban_upper80_growth_rate,4.369607420268462
BEN,2030,urban_upper95_growth_rate,4.5438628169803374
BEN,2035,rural_growth_rate,-0.25358030877603577
BEN,2035,rural_lower80_growth_rate,-0.7710916758026931
BEN,2035,rural_lower95_growth_rate,-1.0744327487184457
BEN,2035,rural_median_growth_rate,-0.25358030877603577
BEN,2035,rural_upper80_growth_rate,0.18748254561036237
BEN,2035,rural_upper95_growth_rate,0.3921547661107194
BEN,2035,urban_growth_rate,3.7942681357416186
BEN,2035,urban_lower80_growth_rate,3.255755437654395
BEN,2035,urban_lower95_growth_rate,2.9401043620943534
BEN,2035,urban_median_growth_rate,3.7942681357416186
BEN,2035,urban_upper80_growth_rate,4.253229934216307
BEN,2035,urban_upper95_growth_rate,4.466208038095276
BEN,2040,rural_growth_rate,-0.9729746668247552
BEN,2040,rural_lower80_growth_rate,-1.5258041709345305
BEN,2040,rural_lower95_growth_rate,-1.9260364056551293
BEN,2040,rural_median_growth_rate,-0.9729746668247552
BEN,2040,rural_upper80_growth_rate,-0.5017689533723946
BEN,2040,rural_upper95_growth_rate,-0.2733185271391325
BEN,2040,urban_growth_rate,3.6748930573613725
BEN,2040,urban_lower80_growth_rate,3.0961163090474697
BEN,2040,urban_lower95_growth_rate,2.677099035801489
BEN,2040,urban_median_growth_rate,3.6748930573613725
BEN,2040,urban_upper80_growth_rate,4.168214974139439
BEN,2040,urban_upper95_growth_rate,4.407387800233686
BEN,2045,rural_growth_rate,-1.9610960844485548
BEN,2045,rural_lower80_growth_rate,-2.5661943920459063
BEN,2045,rural_lower95_growth_rate,-2.880458830837951
BEN,2045,rural_median_growth_rate,-1.9610960844485548
BEN,2045,rural_upper80_growth_rate,-1.5344110989683357
BEN,2045,rural_upper95_growth_rate,-1.2962196407819926
BEN,2045,urban_growth_rate,3.5306948343847955
BEN,2045,urban_lower80_growth_rate,2.891701070413033
BEN,2045,urban_lower95_growth_rate,2.5598326548103456
BEN,2045,urban_median_growth_rate,3.5306948343847955
BEN,2045,urban_upper80_growth_rate,3.98128119610317
BEN,2045,urban_upper95_growth_rate,4.232815293127445
BEN,2050,rural_growth_rate,-3.4464453578228915
BEN,2050,rural_lower80_growth_rate,-4.0602813989522595
BEN,2050,rural_lower95_growth_rate,-4.155081218297852
BEN,2050,rural_median_growth_rate,-3.4464453578228915
BEN,2050,rural_upper80_growth_rate,-3.018181958943822
BEN,2050,rural_upper95_growth_rate,-2.6572866849110754
BEN,2050,urban_growth_rate,3.3560536996546597
BEN,2050,urban_lower80_growth_rate,2.698970994985017
BEN,2050,urban_lower95_growth_rate,2.597492232703158
BEN,2050,urban_median_growth_rate,3.3560536996546597
BEN,2050,urban_upper80_growth_rate,3.8144895906602416
BEN,2050,urban_upper95_growth_rate,4.200811062315157
BFA,1955,rural_growth_rate,1.1093743920002286
BFA,1955,urban_growth_rate,2.8456705005365457
BFA,1960,rural_growth_rate,1.2664126796257502
BFA,1960,urban_growth_rate,2.976293183291845
BFA,1965,rural_growth_rate,1.4298278816067267
BFA,1965,urban_growth_rate,3.150704687152328
BFA,1970,rural_growth_rate,1.6181740024863167
BFA,1970,urban_growth_rate,3.3501762087877918
BFA,1975,rural_growth_rate,1.7423224974664642
BFA,1975,urban_growth_rate,3.441373682588922
BFA,1980,rural_growth_rate,2.0287037478258663
BFA,1980,urban_growth_rate,8.30585290633703
BFA,1985,rural_growth_rate,2.167632319786783
BFA,1985,urban_growth_rate,9.405171788554556
BFA,1990,rural_growth_rate,2.328190708815714
BFA,1990,urban_growth_rate,5.748697222889576
BFA,1995,rural_growth_rate,2.151529162167365
BFA,1995,urban_growth_rate,4.999209718350617
BFA,2000,rural_growth_rate,2.04010208271741
BFA,2000,urban_growth_rate,6.770340733600433
BFA,2005,rural_growth_rate,2.1278786385402704
BFA,2005,urban_growth_rate,7.400698623101265
