ISO3,year,indicator,value
AFE,2035,urban_lower80_growth_rate,2.970525041018157
AFE,2035,urban_lower95_growth_rate,2.5979446075425017
AFE,2035,urban_median_growth_rate,3.64206953367181
AFE,2035,urban_upper80_growth_rate,4.272658428141685
AFE,2035,urban_upper95_growth_rate,4.602096475290285
AFE,2040,rural_growth_rate,1.0337564378906094
AFE,2040,rural_lower80_growth_rate,0.4174152122737196
AFE,2040,rural_lower95_growth_rate,0.0933604580947156
AFE,2040,rural_median_growth_rate,1.0337564378906094
AFE,2040,rural_upper80_growth_rate,1.6425415191791304
AFE,2040,rural_upper95_growth_rate,1.9890798412470545
AFE,2040,urban_growth_rate,3.442977778910894
AFE,2040,urban_lower80_growth_rate,2.793650226231681
AFE,2040,urban_lower95_growth_rate,2.457697288977334
AFE,2040,urban_median_growth_rate,3.442977778910894
AFE,2040,urban_upper80_growth_rate,4.075477431311403
AFE,2040,urban_upper95_growth_rate,4.409935723625313
AFE,2045,rural_growth_rate,0.8169795479119557
AFE,2045,rural_lower80_growth_rate,0.21903654697132957
AFE,2045,rural_lower95_growth_rate,-0.07534198414299587
AFE,2045,rural_median_growth_rate,0.8169795479119557
AFE,2045,rural_upper80_growth_rate,1.4186941244444196
AFE,2045,rural_upper95_growth_rate,1.7612476505987518
AFE,2045,urban_growth_rate,3.2311331202597993
AFE,2045,urban_lower80_growth_rate,2.5818914983011254
AFE,2045,urban_lower95_growth_rate,2.281787599077112
AFE,2045,urban_median_growth_rate,3.2311331202597993
AFE,2045,urban_upper80_growth_rate,3.879894353899327
AFE,2045,urban_upper95_growth_rate,4.222773283307379
AFE,2050,rural_growth_rate,0.5892928483782311
AFE,2050,rural_lower80_growth_rate,-0.006300052562890901
AFE,2050,rural_lower95_growth_rate,-0.2679880215645247
AFE,2050,rural_median_growth_rate,0.5892928483782311
AFE,2050,rural_upper80_growth_rate,1.2235724972397666
AFE,2050,rural_upper95_growth_rate,1.5602856558629474
AFE,2050,urban_growth_rate,3.027013722285532
AFE,2050,urban_lower80_growth_rate,2.3886969230590305
AFE,2050,urban_lower95_growth_rate,2.0917655791520717
AFE,2050,urban_median_growth_rate,3.027013722285532
AFE,2050,urban_upper80_growth_rate,3.725298537302013
AFE,2050,urban_upper95_growth_rate,4.075016802137332
AFW,1955,rural_growth_rate,1.1654097563630117
AFW,1955,urban_growth_rate,6.356687198141597
AFW,1960,rural_growth_rate,1.2816765209914704
AFW,1960,urban_growth_rate,6.571734003013319
AFW,1965,rural_growth_rate,1.6582493364939221
AFW,1965,urban_growth_rate,4.899649228620984
AFW,1970,rural_growth_rate,1.7381772082780245
AFW,1970,urban_growth_rate,4.8941161604695305
AFW,1975,rural_growth_rate,1.7789663429558678
AFW,1975,urban_growth_rate,5.381799550935407
AFW,1980,rural_growth_rate,1.9856899704875142
AFW,1980,urban_growth_rate,5.173896892200958
AFW,1985,rural_growth_rate,1.9212235675384992
AFW,1985,urban_growth_rate,5.395859960801541
AFW,1990,rural_growth_rate,1.8117935815261443
AFW,1990,urban_growth_rate,5.052207737545689
AFW,1995,rural_growth_rate,2.1287559983692583
AFW,1995,urban_growth_rate,4.084809575489046
AFW,2000,rural_growth_rate,1.982053400663708
AFW,2000,urban_growth_rate,4.036262434670035
AFW,2005,rural_growth_rate,1.702930515482759
AFW,2005,urban_growth_rate,4.425079960553124
AFW,2010,rural_growth_rate,1.689616860381693
AFW,2010,urban_growth_rate,4.434919537625004
AFW,2015,rural_growth_rate,1.6166782281190395
AFW,2015,urban_growth_rate,4.2653852998317365
AFW,2020,rural_growth_rate,1.5166926433961114
AFW,2020,urban_growth_rate,4.049749652393753
AFW,2025,rural_growth_rate,1.4097302453363936
AFW,2025,rural_lower80_growth_rate,1.4097302453363936
AFW,2025,rural_lower95_growth_rate,1.4097302453363936
AFW,2025,rural_median_growth_rate,1.4097302453363936
AFW,2025,rural_upper80_growth_rate,1.4097302453363936
AFW,2025,rural_upper95_growth_rate,1.4097302453363936
AFW,2025,urban_growth_rate,3.836752082258643
AFW,2025,urban_lower80_growth_rate,3.836752082258643
AFW,2025,urban_lower95_growth_rate,3.836752082258643
AFW,2025,urban_median_growth_rate,3.836752082258643
AFW,2025,urban_upper80_growth_rate,3.836752082258643
AFW,2025,urban_upper95_growth_rate,3.836752082258643
AFW,2030,rural_growth_rate,1.3105054292860796
AFW,2030,rural_lower80_growth_rate,0.7487635342900534
AFW,2030,rural_lower95_growth_rate,0.45221044319490034
AFW,2030,rural_median_growth_rate,1.3105054292860796
AFW,2030,rural_upper80_growth_rate,1.8216376893077424
AFW,2030,rural_upper95_growth_rate,2.081518271251559
AFW,2030,urban_growth_rate,3.6289819893575936
AFW,2030,urban_lower80_growth_rate,3.0712706972546355
AFW,2030,urban_lower95_growth_rate,2.7816633149875702
AFW,2030,urban_median_growth_rate,3.6289819893575936
AFW,2030,urban_upper80_growth_rate,4.141283762233927
AFW,2030,urban_upper95_growth_rate,4.402595615699978
AFW,2035,rural_growth_rate,1.2189490003516212
AFW,2035,rural_lower80_growth_rate,0.5950578544609675
AFW,2035,rural_lower95_growth_rate,0.27179162271122603
AFW,2035,rural_median_growth_rate,1.2189490003516212
AFW,2035,rural_upper80_growth_rate,1.8071024289632698
AFW,2035,rural_upper95_growth_rate,2.100947929893815
AFW,2035,urban_growth_rate,3.41801873418377
AFW,2035,urban_lower80_growth_rate,2.786591351844092
AFW,2035,urban_lower95_growth_rate,2.479239513562148
AFW,2035,urban_median_growth_rate,3.41801873418377
AFW,2035,urban_upper80_growth_rate,4.009154725158459
AFW,2035,urban_upper95_growth_rate,4.310748921609542
AFW,2040,rural_growth_rate,1.092791876806709
AFW,2040,rural_lower80_growth_rate,0.45549064607457446
AFW,2040,rural_lower95_growth_rate,0.10329504862773842
AFW,2040,rural_median_growth_rate,1.092791876806709
AFW,2040,rural_upper80_growth_rate,1.7045906682307876
AFW,2040,rural_upper95_growth_rate,2.0690646260773438
AFW,2040,urban_growth_rate,3.217757403918231
AFW,2040,urban_lower80_growth_rate,2.5886383802906643
AFW,2040,urban_lower95_growth_rate,2.2395696153755917
AFW,2040,urban_median_growth_rate,3.217757403918231
AFW,2040,urban_upper80_growth_rate,3.8431965908049204
AFW,2040,urban_upper95_growth_rate,4.219240832230908
AFW,2045,rural_growth_rate,0.9080777344158353
AFW,2045,rural_lower80_growth_rate,0.3119978424044323
AFW,2045,rural_lower95_growth_rate,-0.007038529199487886
AFW,2045,rural_median_growth_rate,0.9080777344158353
AFW,2045,rural_upper80_growth_rate,1.5574021693555151
AFW,2045,rural_upper95_growth_rate,1.886880775217592
AFW,2045,urban_growth_rate,3.0371560584466106
AFW,2045,urban_lower80_growth_rate,2.4528463382345933
AFW,2045,urban_lower95_growth_rate,2.1399175642208057
AFW,2045,urban_median_growth_rate,3.0371560584466106
AFW,2045,urban_upper80_growth_rate,3.692205929181669
AFW,2045,urban_upper95_growth_rate,4.042964614882649
AFW,2050,rural_growth_rate,0.7158022996502478
AFW,2050,rural_lower80_growth_rate,0.14174214493625215
AFW,2050,rural_lower95_growth_rate,-0.10440341883666271
AFW,2050,rural_median_growth_rate,0.7158022996502478
AFW,2050,rural_upper80_growth_rate,1.4166778084000464
AFW,2050,rural_upper95_growth_rate,1.740192714069
AFW,2050,urban_growth_rate,2.8454501885367245
AFW,2050,urban_lower80_growth_rate,2.278667306473392
AFW,2050,urban_lower95_growth_rate,2.0425548027335205
AFW,2050,urban_median_growth_rate,2.8454501885367245
AFW,2050,urban_upper80_growth_rate,3.551628350456748
AFW,2050,urban_upper95_growth_rate,3.8754330111191226
AGO,1955,rural_growth_rate,2.0862781083007764
AGO,1955,urban_growth_rate,5.739014736413384
AGO,1960,rural_growth_rate,1.6351009964659768
AGO,1960,urban_growth_rate,5.272711766291072
AGO,1965,rural_growth_rate,1.4353164084769165
AGO,1965,urban_growth_rate,5.666009672982164
AGO,1970,rural_growth_rate,1.2057958214454656
AGO,1970,urban_growth_rate,5.495113637731275
AGO,1975,rural_growth_rate,1.5154874483141567
AGO,1975,urban_growth_rate,7.712820293778577
AGO,1980,rural_growth_rate,1.7022891194875767
AGO,1980,urban_growth_rate,8.105934819432115
AGO,1985,rural_growth_rate,1.7991085357213832
AGO,1985,urban_growth_rate,8.20520933233906
AGO,1990,rural_growth_rate,0.6938294490387964
AGO,1990,urban_growth_rate,7.0321705959019765
AGO,1995,rural_growth_rate,0.8129581555453402
AGO,1995,urban_growth_rate,6.869905140300703
AGO,2000,rural_growth_rate,0.594369853342025
AGO,2000,urban_growth_rate,5.494203296620137
AGO,2005,rural_growth_rate,0.9494169485229076
AGO,2005,urban_growth_rate,5.863778395471697
AGO,2010,rural_growth_rate,1.7837558133580123
AGO,2010,urban_growth_rate,4.994448364360582
AGO,2015,rural_growth_rate,1.6179143685447483
AGO,2015,urban_growth_rate,4.816813971116662
AGO,2020,rural_growth_rate,1.3512767122518143
AGO,2020,urban_growth_rate,4.414236084181566
AGO,2025,rural_growth_rate,1.2412431415243619
AGO,2025,rural_lower80_growth_rate,1.2412431415243619
AGO,2025,rural_lower95_growth_rate,1.2412431415243619
AGO,2025,rural_median_growth_rate,1.2412431415243619
AGO,2025,rural_upper80_growth_rate,1.2412431415243619
AGO,2025,rural_upper95_growth_rate,1.2412431415243619
AGO,2025,urban_growth_rate,4.123021278519667
AGO,2025,urban_lower80_growth_rate,4.123021278519667
AGO,2025,urban_lower95_growth_rate,4.123021278519667
AGO,2025,urban_median_growth_rate,4.123021278519667
AGO,2025,urban_upper80_growth_rate,4.123021278519667
AGO,2025,urban_upper95_growth_rate,4.123021278519667
AGO,2030,rural_growth_rate,1.1669700812211525
AGO,2030,rural_lower80_growth_rate,0.44547867058570834
AGO,2030,rural_lower95_growth_rate,-0.006037579657891534
AGO,2030,rural_median_growth_rate,1.1669700812211525
AGO,2030,rural_upper80_growth_rate,1.835495629480599
AGO,2030,rural_upper95_growth_rate,2.1952367138097673
AGO,2030,urban_growth_rate,3.8547745699127
AGO,2030,urban_lower80_growth_rate,3.11411457243016
AGO,2030,urban_lower95_growth_rate,2.6506024365417824
AGO,2030,urban_median_growth_rate,3.8547745699127
AGO,2030,urban_upper80_growth_rate,4.541061507763788
AGO,2030,urban_upper95_growth_rate,4.910360194741803
AGO,2035,rural_growth_rate,1.1126518356758375
AGO,2035,rural_lower80_growth_rate,0.2375307743293309
AGO,2035,rural_lower95_growth_rate,-0.15721775625289203
AGO,2035,rural_median_growth_rate,1.1126518356758375
AGO,2035,rural_upper80_growth_rate,1.9489351357438123
AGO,2035,rural_upper95_growth_rate,2.4083359959586215
AGO,2035,urban_growth_rate,3.5892071908845358
AGO,2035,urban_lower80_growth_rate,2.6926517619135337
AGO,2035,urban_lower95_growth_rate,2.2882346431811085
AGO,2035,urban_median_growth_rate,3.5892071908845358
AGO,2035,urban_upper80_growth_rate,4.44597360407093
AGO,2035,urban_upper95_growth_rate,4.916626583975003
AGO,2040,rural_growth_rate,1.0849128855668244
AGO,2040,rural_lower80_growth_rate,0.12157786343971466
AGO,2040,rural_lower95_growth_rate,-0.21371243219958647
AGO,2040,rural_median_growth_rate,1.0849128855668244
AGO,2040,rural_upper80_growth_rate,1.9408597894818191
AGO,2040,rural_upper95_growth_rate,2.418407827221092
AGO,2040,urban_growth_rate,3.320590291125103
AGO,2040,urban_lower80_growth_rate,2.3359493561622147
AGO,2040,urban_lower95_growth_rate,1.9932435034742513
AGO,2040,urban_median_growth_rate,3.320590291125103
AGO,2040,urban_upper80_growth_rate,4.195468023576376
AGO,2040,urban_upper95_growth_rate,4.6835779080597995
AGO,2045,rural_growth_rate,0.9593451731507496
AGO,2045,rural_lower80_growth_rate,-0.024153676483984476
AGO,2045,rural_lower95_growth_rate,-0.29743802154051924
AGO,2045,rural_median_growth_rate,0.9593451731507496
AGO,2045,rural_upper80_growth_rate,1.9553821655167392
AGO,2045,rural_upper95_growth_rate,2.2725117254817295
AGO,2045,urban_growth_rate,3.0874871528062675
AGO,2045,urban_lower80_growth_rate,2.0832569366471043
AGO,2045,urban_lower95_growth_rate,1.8042119768985954
AGO,2045,urban_median_growth_rate,3.0874871528062675
AGO,2045,urban_upper80_growth_rate,4.104519805684004
AGO,2045,urban_upper95_growth_rate,4.428334202286899
AGO,2050,rural_growth_rate,0.7576105943005285
AGO,2050,rural_lower80_growth_rate,-0.1750934538313098
AGO,2050,rural_lower95_growth_rate,-0.6182494688389939
AGO,2050,rural_median_growth_rate,0.7576105943005285
AGO,2050,rural_upper80_growth_rate,1.7526184515957555
AGO,2050,rural_upper95_growth_rate,2.2200120355258424
AGO,2050,urban_growth_rate,2.881500965086925
AGO,2050,urban_lower80_growth_rate,1.92913625673361
AGO,2050,urban_lower95_growth_rate,1.4766388650549356
AGO,2050,urban_median_growth_rate,2.881500965086925
AGO,2050,urban_upper80_growth_rate,3.8974827973950577
AGO,2050,urban_upper95_growth_rate,4.37472866669022
BDI,1955,rural_growth_rate,1.8208957361388833
BDI,1955,urban_growth_rate,3.727649172355818
BDI,1960,rural_growth_rate,1.900137289350745
BDI,1960,urban_growth_rate,3.8089110937249426
BDI,1965,rural_growth_rate,1.966614211710871
BDI,1965,urban_growth_rate,4.059659129060922
BDI,1970,rural_growth_rate,2.226378005542151
BDI,1970,urban_growth_rate,6.848262983828657
BDI,1975,rural_growth_rate,1.0774631666305767
BDI,1975,urban_growth_rate,5.6471211775178665
BDI,1980,rural_growth_rate,2.1426279992946773
BDI,1980,urban_growth_rate,6.661550571141617
BDI,1985,rural_growth_rate,2.504031801213058
BDI,1985,urban_growth_rate,6.565133782701094
BDI,1990,rural_growth_rate,2.6363519433211025
BDI,1990,urban_growth_rate,6.703971921023433
BDI,1995,rural_growth_rate,1.73676222504775
BDI,1995,urban_growth_rate,4.828084674175348
BDI,2000,rural_growth_rate,1.202540292401677
BDI,2000,urban_growth_rate,4.189394683350067
BDI,2005,rural_growth_rate,2.75393510186972
BDI,2005,urban_growth_rate,5.685974400592153
BDI,2010,rural_growth_rate,3.09259393893504
BDI,2010,urban_growth_rate,6.037448516349331
BDI,2015,rural_growth_rate,2.7393118491055857
BDI,2015,urban_growth_rate,5.716368890108137
BDI,2020,rural_growth_rate,2.8150762754718395
BDI,2020,urban_growth_rate,5.845378362791576
BDI,2025,rural_growth_rate,2.511990239570272
BDI,2025,rural_lower80_growth_rate,2.511990239570272
BDI,2025,rural_lower95_growth_rate,2.511990239570272
BDI,2025,rural_median_growth_rate,2.511990239570272
BDI,2025,rural_upper80_growth_rate,2.511990239570272
BDI,2025,rural_upper95_growth_rate,2.511990239570272
BDI,2025,urban_growth_rate,5.576257308019428
BDI,2025,urban_lower80_growth_rate,5.576257308019428
BDI,2025,urban_lower95_growth_rate,5.576257308019428
BDI,2025,urban_median_growth_rate,5.576257308019428
BDI,2025,urban_upper80_growth_rate,5.576257308019428
BDI,2025,urban_upper95_growth_rate,5.576257308019428
BDI,2030,rural_growth_rate,2.2229770257137016
BDI,2030,rural_lower80_growth_rate,1.2216846568330109
BDI,2030,rural_lower95_growth_rate,0.7319354695153102
BDI,2030,rural_median_growth_rate,2.2229770257137016
BDI,2030,rural_upper80_growth_rate,3.2348034033515383
BDI,2030,rural_upper95_growth_rate,3.8255716052324917
BDI,2030,urban_growth_rate,5.308273203230129
BDI,2030,urban_lower80_growth_rate,4.276759805690644
BDI,2030,urban_lower95_growth_rate,3.772228997454241
BDI,2030,urban_median_growth_rate,5.308273203230129
BDI,2030,urban_upper80_growth_rate,6.35063854721456
BDI,2030,urban_upper95_growth_rate,6.959237328169743
BDI,2035,rural_growth_rate,2.0396305675891346
BDI,2035,rural_lower80_growth_rate,1.2958591629454785
BDI,2035,rural_lower95_growth_rate,0.7777130339318372
BDI,2035,rural_median_growth_rate,2.0396305675891346
BDI,2035,rural_upper80_growth_rate,2.9063121663278624
BDI,2035,rural_upper95_growth_rate,3.2789758007966574
BDI,2035,urban_growth_rate,5.119773704337338
BDI,2035,urban_lower80_growth_rate,4.353550999403999
BDI,2035,urban_lower95_growth_rate,3.8197642390568554
BDI,2035,urban_median_growth_rate,5.119773704337338
BDI,2035,urban_upper80_growth_rate,6.012616740188803
BDI,2035,urban_upper95_growth_rate,6.396529507270476
BDI,2040,rural_growth_rate,1.9070123549625784
BDI,2040,rural_lower80_growth_rate,1.0732531211376184
BDI,2040,rural_lower95_growth_rate,0.629745119541103
BDI,2040,rural_median_growth_rate,1.9070123549625784
BDI,2040,rural_upper80_growth_rate,2.673395013708424
BDI,2040,rural_upper95_growth_rate,3.2839590830957555
BDI,2040,urban_growth_rate,4.973932584902641
BDI,2040,urban_lower80_growth_rate,4.115081132180998
BDI,2040,urban_lower95_growth_rate,3.658225632401524
BDI,2040,urban_median_growth_rate,4.973932584902641
BDI,2040,urban_upper80_growth_rate,5.763379745547481
BDI,2040,urban_upper95_growth_rate,6.392318912514527
BDI,2045,rural_growth_rate,1.7341834960279412
BDI,2045,rural_lower80_growth_rate,1.0007863260070637
BDI,2045,rural_lower95_growth_rate,0.8020091409482788
BDI,2045,rural_median_growth_rate,1.7341834960279412
BDI,2045,rural_upper80_growth_rate,2.4495768580584443
BDI,2045,rural_upper95_growth_rate,2.7954783827701
BDI,2045,urban_growth_rate,4.7958998047727075
BDI,2045,urban_lower80_growth_rate,4.040430859080391
BDI,2045,urban_lower95_growth_rate,3.835671423725917
BDI,2045,urban_median_growth_rate,4.7958998047727075
BDI,2045,urban_upper80_growth_rate,5.532823113261998
BDI,2045,urban_upper95_growth_rate,5.889134632953041
BDI,2050,rural_growth_rate,1.4970356578684507
BDI,2050,rural_lower80_growth_rate,0.7925200278803057
BDI,2050,rural_lower95_growth_rate,0.5735706248342298
BDI,2050,rural_median_growth_rate,1.4970356578684507
BDI,2050,rural_upper80_growth_rate,2.190394433171172
BDI,2050,rural_upper95_growth_rate,2.5159047811763147
BDI,2050,urban_growth_rate,4.551616825499294
BDI,2050,urban_lower80_growth_rate,3.825898604108202
BDI,2050,urban_lower95_growth_rate,3.600359858635782
BDI,2050,urban_median_growth_rate,4.551616825499294
BDI,2050,urban_upper80_growth_rate,5.265842423598599
BDI,2050,urban_upper95_growth_rate,5.601149094939095
BEN,1955,rural_growth_rate,0.031695245684359996
BEN,1955,urban_growth_rate,6.994970705155579
BEN,1960,rural_growth_rate,0.5460613372870959
BEN,1960,urban_growth_rate,7.547046839834426
BEN,1965,rural_growth_rate,0.8618131479850577
BEN,1965,urban_growth_rate,7.880787539407996
BEN,1970,rural_growth_rate,1.049796429304628
BEN,1970,urban_growth_rate,8.083831449902124
BEN,1975,rural_growth_rate,0.9994744963298885
BEN,1975,urban_growth_rate,8.030050426890734
BEN,1980,rural_growth_rate,1.157128254723716
BEN,1980,urban_growth_rate,7.278110449016606
BEN,1985,rural_growth_rate,1.8547192218321573
BEN,1985,urban_growth_rate,5.331947585982699
BEN,1990,rural_growth_rate,1.953915494598557
BEN,1990,urban_growth_rate,5.435527926383799
BEN,1995,rural_growth_rate,2.7460647919073544
BEN,1995,urban_growth_rate,4.803907251189732
BEN,2000,rural_growth_rate,2.541138921601793
BEN,2000,urban_growth_rate,3.927607258227117
BEN,2005,rural_growth_rate,2.3091143994517394
BEN,2005,urban_growth_rate,4.220673944594711
BEN,2010,rural_growth_rate,1.9805942069300198
BEN,2010,urban_growth_rate,4.141781098305586
BEN,2015,rural_growth_rate,1.8707412519736621
BEN,2015,urban_growth_rate,4.040893688184477
BEN,2020,rural_growth_rate,1.7172408058199196
BEN,2020,urban_growth_rate,3.9634164895242074
BEN,2025,rural_growth_rate,1.4891151888609455
BEN,2025,rural_lower80_growth_rate,1.4891151888609455
BEN,2025,rural_lower95_growth_rate,1.4891151888609455
BEN,2025,rural_median_growth_rate,1.4891151888609455
BEN,2025,rural_upper80_growth_rate,1.4891151888609455
BEN,2025,rural_upper95_growth_rate,1.4891151888609455
BEN,2025,urban_growth_rate,3.8105104927709466
BEN,2025,urban_lower80_growth_rate,3.8105104927709466
BEN,2025,urban_lower95_growth_rate,3.8105104927709466
BEN,2025,urban_median_growth_rate,3.8105104927709466
BEN,2025,urban_upper80_growth_rate,3.8105104927709466
BEN,2025,urban_upper95_growth_rate,3.8105104927709466
BEN,2030,rural_growth_rate,1.2575436811549823
BEN,2030,rural_lower80_growth_rate,0.7938908151361224
BEN,2030,rural_lower95_growth_rate,0.5107666869335281
BEN,2030,rural_median_growth_rate,1.2575436811549823
BEN,2030,rural_upper80_growth_rate,1.6793595595314237
BEN,2030,rural_upper95_growth_rate,1.8491233209884328
BEN,2030,urban_growth_rate,3.6393448879111334
BEN,2030,urban_lower80_growth_rate,3.1647858818097507
BEN,2030,urban_lower95_growth_rate,2.8750020484069605
BEN,2030,urban_median_growth_rate,3.6393448879111334
BEN,2030,urban_upper80_growth_rate,4.071082807960935
BEN,2030,urban_upper95_growth_rate,4.244839788265664
BEN,2035,rural_growth_rate,1.0291830357775256
BEN,2035,rural_lower80_growth_rate,0.5050163460428747
BEN,2035,rural_lower95_growth_rate,0.1977742327646137
BEN,2035,rural_median_growth_rate,1.0291830357775256
BEN,2035,rural_upper80_growth_rate,1.4759180663082239
BEN,2035,rural_upper95_growth_rate,1.6832224216051905
BEN,2035,urban_growth_rate,3.4490517360585615
BEN,2035,urban_lower80_growth_rate,2.912330113896422
BEN,2035,urban_lower95_growth_rate,2.597728883668071
BEN,2035,urban_median_growth_rate,3.4490517360585615
BEN,2035,urban_upper80_growth_rate,3.9064870423434206
BEN,2035,urban_upper95_growth_rate,4.118756787894373
BEN,2040,rural_growth_rate,0.821821137172174
BEN,2040,rural_lower80_growth_rate,0.25897198366908736
BEN,2040,rural_lower95_growth_rate,-0.1485141813102997
BEN,2040,rural_median_growth_rate,0.821821137172174
BEN,2040,rural_upper80_growth_rate,1.301567125710834
BEN,2040,rural_upper95_growth_rate,1.5341580566704094
BEN,2040,urban_growth_rate,3.236438547873788
BEN,2040,urban_lower80_growth_rate,2.6601095211615133
BEN,2040,urban_lower95_growth_rate,2.2428643260686165
BEN,2040,urban_median_growth_rate,3.236438547873788
BEN,2040,urban_upper80_growth_rate,3.7276741425668725
BEN,2040,urban_upper95_growth_rate,3.965835475897017
BEN,2045,rural_growth_rate,0.6132331675027247
BEN,2045,rural_lower80_growth_rate,-0.007753957812306478
BEN,2045,rural_lower95_growth_rate,-0.33027042825014563
BEN,2045,rural_median_growth_rate,0.6132331675027247
BEN,2045,rural_upper80_growth_rate,1.0511221505351331
BEN,2045,rural_upper95_growth_rate,1.295568097642552
BEN,2045,urban_growth_rate,3.01730479018929
BEN,2045,urban_lower80_growth_rate,2.381479681052223
BEN,2045,urban_lower95_growth_rate,2.0512569410709114
BEN,2045,urban_median_growth_rate,3.01730479018929
BEN,2045,urban_upper80_growth_rate,3.465656775401982
BEN,2045,urban_upper95_growth_rate,3.715943560202617
BEN,2050,rural_growth_rate,0.4053235610449901
BEN,2050,rural_lower80_growth_rate,-0.23299997402767003
BEN,2050,rural_lower95_growth_rate,-0.3315816012934625
BEN,2050,rural_median_growth_rate,0.4053235610449901
BEN,2050,rural_upper80_growth_rate,0.8506714852427155
BEN,2050,rural_upper95_growth_rate,1.2259637973196513
BEN,2050,urban_growth_rate,2.804426668388982
BEN,2050,urban_lower80_growth_rate,2.1508509143884025
BEN,2050,urban_lower95_growth_rate,2.049913759747035
BEN,2050,urban_median_growth_rate,2.804426668388982
BEN,2050,urban_upper80_growth_rate,3.260415817084583
BEN,2050,urban_upper95_growth_rate,3.644675432090616
BFA,1955,rural_growth_rate,0.9769063584184723
BFA,1955,urban_growth_rate,3.139579454646557
BFA,1960,rural_growth_rate,1.2493132214813851
BFA,1960,urban_growth_rate,3.418581547733357
BFA,1965,rural_growth_rate,1.2857341132037403
BFA,1965,urban_growth_rate,3.454465705690102
BFA,1970,rural_growth_rate,1.5629362794619128
BFA,1970,urban_growth_rate,3.7382013560040894
BFA,1975,rural_growth_rate,1.6868566754859815
BFA,1975,urban_growth_rate,3.864790100946469
BFA,1980,rural_growth_rate,1.541457529678425
BFA,1980,urban_growth_rate,8.990800161469604
BFA,1985,rural_growth_rate,1.7165636188730238
BFA,1985,urban_growth_rate,9.670707891395459
BFA,1990,rural_growth_rate,2.3089228105339865
BFA,1990,urban_growth_rate,5.012209882686092
BFA,1995,rural_growth_rate,2.4317953612331467
BFA,1995,urban_growth_rate,4.635303092962761
BFA,2000,rural_growth_rate,2.1768437890393955
BFA,2000,urban_growth_rate,6.290884468593538
BFA,2005,rural_growth_rate,2.0037626654716867
BFA,2005,urban_growth_rate,6.894221483681107
BFA,2010,rural_growth_rate,2.233841350007526
BFA,2010,urban_growth_rate,5.865827097122334
